0.005	7780	7
1.005	7780	8
2.005	7780	9
3.005	7780	10
4.005	7780	11
5.005	7780	12
6.005	7780	13
7.005	7780	14
8.005	7780	15
9.005	7780	16
10.005	7780	17
11.005	7780	18
12.005	7780	19
13.005	7780	20
14.005	7780	21
15.005	7712	22
16.005	7712	23
17.005	7712	24
18.005	7712	25
19.005	7712	26
20.005	7712	27
21.005	7712	28
22.005	7712	29
23.005	7712	30
24.005	7712	31
